accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	full_authors	institution	url	ORF2_type	ORF1_type	coverage	cdsCoverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	3CLpro_coverage	NTPase_coverage	p22_coverage	p48_coverage	RdRp_coverage	VP1_coverage	VP2_coverage	VPg_coverage	VP1_nextclade	VP1_group	VP1_type	VP1_variant	RdRp_nextclade	RdRp_group	RdRp_type	RdRp_variant
MH702259	MH702259.1	MH702259	2014-03-07	Asia	Bhutan			7124	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702259	GII.3	GII.P16	0.9518602480330712	"3CLpro:1,NTPase:1,ORF1:0.9388235294117647,RdRp:0.996078431372549,VP1:0.9981515711645101,VP2:0.8981132075471698,VPg:1,p22:1,p48:0.6927710843373494"	0	1068	4						VP2:156-163	1	1	1	0.6927710843373494	0.996078431	0.9981515711645101	0.8981132075471698	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MH702267	MH702267.1	MH702267	2013-11-21	Asia	Bhutan			7382	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702267	GII.3	GII.P16	0.98679824	"3CLpro:1,NTPase:1,ORF1:0.981764705882353,RdRp:1,VP1:0.9981515711645101,VP2:0.9773584905660377,VPg:1,p22:1,p48:0.9066265060240963"	0	1084	3						VP2:139-140	1	1	1	0.9066265060240963	1	0.9981515711645101	0.9773584905660377	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MH702287	MH702287.1	MH702287	2013-12-28	Asia	Bhutan			6280	Homo sapiens		2019-01-01	2019-01-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Baker,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MH702287	GII.3	GII.P16	0.8534471262835045	"3CLpro:1,NTPase:1,ORF1:0.8382352941176471,RdRp:0.9980392156862745,VP1:1,VP2:0.6490566037735849,VPg:1,p22:1,p48:0.1746987951807229"	0	917	3							1	1	1	0.1746987951807229	0.9980392156862745	1	0.6490566037735849	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MK073886	MK073886.1	Hu/USA/2016/GII.P12-GII.3/AnnArbor-0027	2016-02-16	North America	USA	Michigan	"Washtenaw County, Ann Arbor"	7532	Homo sapiens		2018-12-11	2019-02-07		Soehnlen et al.	"Soehnlen,M.,Riner,D.,Mosher,L.,Vavricka,V.,Castro,C.J.,Marine,R.,Rodeman,K."	"Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch"	https://www.ncbi.nlm.nih.gov/nuccore/MK073886	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.8981132075471698,VPg:1,p22:1,p48:1"	0	1949	0						"VP1:292-302,VP2:136-162"	1	1	1	1	1	0.9685767097966729	0.8981132075471698	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MK396777	MK396777.1	Hu/BT/2013/GII.P16-GII.3/ETR-NV-203	2013-12-04	Asia	Bhutan			5837	Homo sapiens		2019-08-01	2019-08-01		Pham et al.	"Pham,A.H.,Pham,T.T.T.,Swierczewski,B.E.,Ladaporn,B.,Ladaporn,S."	"Oxford University Clinical Research Unit, Enterics"	https://www.ncbi.nlm.nih.gov/nuccore/MK396777	GII.3	GII.P16	0.8181090812108281	"3CLpro:0.994475138121547,NTPase:1,ORF1:0.8123529411764706,RdRp:0.996078431372549,VP1:1,VP2:0.4830188679245283,VPg:0.9924812030075187,p22:1,p48:0.05120481927710843"	0	800	8							0.994475138	1	1	0.051204819	0.996078431	1	0.4830188679245283	0.9924812030075187	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MK762640	MK762640.1	Hu/US/2014/GII.P16-GII.3/Sumner0467	2014-05-14	North America	USA			7462	Homo sapiens		2019-04-13	2019-04-13		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Thomas,L.S.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK762640	GII.3	GII.P16	0.997466329	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9433962264150944,VPg:1,p22:1,p48:1"	0	1071	0						VP2:156-163	1	1	1	1	1	1	0.9433962264150944	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MK764020	MK764020.1	Hu/US/2014/GII.P16-GII.3/Pittsylvania0388	2014-03-05	North America	USA			7478	Homo sapiens		2019-04-13	2019-04-13		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Dickinson,M.K.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK764020	GII.3	GII.P16	0.9935991465528736	"3CLpro:1,NTPase:1,ORF1:0.9905882352941177,RdRp:1,VP1:1,VP2:0.8830188679245283,VPg:1,p22:1,p48:0.9518072289156626"	0	1072	0						"VP2:157-163,VP2:171-179"	1	1	1	0.9518072289156626	1	1	0.8830188679245283	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MK773588	MK773588.1	Hu/US/2018/GII.P16-GII.3/Hennepin0275	2018-01-12	North America	USA			6730	Homo sapiens		2019-04-14	2019-04-14		Barclay et al.	"Barclay,L.,Cannon,J.L.,Wikswo,M.E.,Phillips,A.,Browne,H.,Montmayeur,A.M.,Tatusov,R.L.,Burke,R.M.,Hall,A.J.,Vinje,J.,Cebelinski,E.,Chhabra,P."	"Centers for Disease Control and Prevention, Division of Viral Diseases"	https://www.ncbi.nlm.nih.gov/nuccore/MK773588	GII.3	GII.P16	0.8938525136684892	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0,VPg:1,p22:1,p48:1"	0	658	0							1	1	1	1	1	1	0	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
MK907798	MK907798.1	G19_034	2008-01-10	Europe	France	Nantes		7480	Homo sapiens		2019-11-02	2019-11-02		Strubbia et al.	"Strubbia,S.,Phan,M.V.,Schaeffer,J.,Koopmans,M.,Cotten,M.,Le Guyader,S."	"IFREMER, LSEM"	https://www.ncbi.nlm.nih.gov/nuccore/MK907798	GII.3	GII.P21 (GII.Pb)	0.9998666488865182	"3CLpro:1,NTPase:1,ORF1:0.9958823529411764,RdRp:1,VP1:1,VP2:0.9811320754716981,VPg:1,p22:0.9661016949152542,p48:0.9969879518072289"	0	1932	0						"ORF1:858-861,p22:160-163,VP2:136-140"	1	1	0.9661016949152542	0.9969879518072289	1	1	0.9811320754716981	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MN199033	MN199033.1	CAU140599	2014-05-01	Asia	South Korea			7565	Homo sapiens		2019-07-27	2019-07-27		Seo et al.	"Seo,D.J.,Jung,D.,Jung,S.,Ha,S.K.,Ha,S.D.,Choi,I.S.,Myoung,J.,Choi,C."	"Konkuk University, Infectious disease, College of veterinary medicine"	https://www.ncbi.nlm.nih.gov/nuccore/MN199033	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.9358490566037736,VPg:1,p22:1,p48:1"	0	1951	0						"VP1:292-302,VP2:136-140,VP2:170-181"	1	1	1	1	1	0.9685767097966729	0.9358490566037736	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
LC597117	LC597117.1	LC597117	2017-XX-XX	Asia	Indonesia			7525	Homo sapiens		2021-01-14	2021-01-14		Utsumi et al.	"Utsumi,T.,Lusida,M.I.,Dinana,Z.,Wahyuni,R.M.,Soegijanto,S.,Soetjipto,Athiyyah,A.F.,Sudarmo,S.M.,Ranuh,R.G.,Darma,A.,Juniastuti,Yamani,L.N.,Doan,Y.H.,Shimizu,H.,Ishii,K.,Matsui,C.,Deng,L.,Abe,T.,Katayama,K.,Shoji,I."	"Center for Infectious Diseases; 7-5-1 Kusunoki-cho Chuo-ku, Kobe, Hyogo 650-0017"	https://www.ncbi.nlm.nih.gov/nuccore/LC597117	GII.3	GII.P16	0.9989331910921456	"3CLpro:1,NTPase:1,ORF1:0.9982352941176471,RdRp:1,VP1:1,VP2:0.969811320754717,VPg:1,p22:1,p48:0.9909638554216867"	0	903	0						VP2:167-174	1	1	1	0.9909638554216867	1	1	0.969811321	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
LC597125	LC597125.1	LC597125	2016-XX-XX	Asia	Indonesia			7526	Homo sapiens		2021-01-14	2021-01-14		Utsumi et al.	"Utsumi,T.,Lusida,M.I.,Dinana,Z.,Wahyuni,R.M.,Soegijanto,S.,Soetjipto,Athiyyah,A.F.,Sudarmo,S.M.,Ranuh,R.G.,Darma,A.,Juniastuti,Yamani,L.N.,Doan,Y.H.,Shimizu,H.,Ishii,K.,Matsui,C.,Deng,L.,Abe,T.,Katayama,K.,Shoji,I."	"Center for Infectious Diseases; 7-5-1 Kusunoki-cho Chuo-ku, Kobe, Hyogo 650-0017"	https://www.ncbi.nlm.nih.gov/nuccore/LC597125	GII.3	GII.P12	0.998666489	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.8339622641509434,VPg:1,p22:1,p48:0.9879518072289156"	0	1956	0						VP2:136-179	1	1	1	0.9879518072289156	1	1	0.8339622641509434	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
MF140687	MF140687.1	MF140687	2012-05-01	Europe	Netherlands			7495	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140687	GII.3	GII.P21 (GII.Pb)	0.9983997866382184	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9879518072289156"	0	1942	0							1	1	1	0.9879518072289156	1	1	1	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MF140688	MF140688.1	MF140688	2012-08-28	Europe	Netherlands			7530	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140688	GII.3	GII.P21 (GII.Pb)	0.9983997866382184	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.9811320754716981,VPg:1,p22:1,p48:0.9879518072289156"	0	1929	0						VP2:136-140	1	1	1	0.9879518072289156	1	1	0.9811320754716981	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
MF140689	MF140689.1	MF140689	2012-11-20	Europe	Netherlands			7531	Homo sapiens		2017-10-24	2017-10-24		van Beek et al.	"van Beek,J.,de Graaf,M.,Smits,S.L.,Schapendonk,C.M.E.,Verjans,G.M.G.M.,Vennema,H.,van der Eijk,A.A.,Phan,M.V.T.,Cotten,M.L.,Koopmans,M.P.G.,Verjans,G.M."	"National Institute for Public Health and the Environment (RIVM), Centre for infectious Disease Control (Cib)"	https://www.ncbi.nlm.nih.gov/nuccore/MF140689	GII.3	GII.P21 (GII.Pb)	0.9983997866382184	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:0.9879518072289156"	0	1943	0						VP2:167-182	1	1	1	0.9879518072289156	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KY348697	KY348697.1	Hu/Guangzhou/GZ2013-L20/CHN/2013	2013-11-14	Asia	China			7492	Homo sapiens		2017-07-23	2017-07-23		Xue et al.	"Xue,L.,Wu,Q.,Dong,R.,Cai,W.,Wu,H.,Chen,M.,Chen,G.,Wang,J.,Zhang,J."	"Guangdong Institute of Microbiology, State Key Laboratory of Applied Microbiology Southern China"	https://www.ncbi.nlm.nih.gov/nuccore/KY348697	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.9735849056603774,VPg:1,p22:1,p48:1"	0	1925	0						"VP1:292-302,VP2:150-156"	1	1	1	1	1	0.9685767097966729	0.9735849056603774	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
KY348698	KY348698.1	Hu/Guangzhou/GZ2014-L304/CHN/2014	2014-12-29	Asia	China			7498	Homo sapiens		2017-07-23	2017-07-23		Xue et al.	"Xue,L.,Wu,Q.,Dong,R.,Cai,W.,Wu,H.,Chen,M.,Chen,G.,Wang,J.,Zhang,J."	"Guangdong Institute of Microbiology, State Key Laboratory of Applied Microbiology Southern China"	https://www.ncbi.nlm.nih.gov/nuccore/KY348698	GII.3	GII.P12	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.9735849056603774,VPg:1,p22:1,p48:1"	0	1919	0						"VP1:292-302,VP2:150-156"	1	1	1	1	1	0.9685767097966729	0.9735849056603774	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
KY442319	KY442319.1	KY442319	1972-XX-XX	North America	USA			7527	Homo sapiens		2017-03-28	2017-08-14		Johnson et al.	"Johnson,J.A.,Parra,G.I.,Levenson,E.A.,Green,K.Y."	"NIH, LID/NIAID"	https://www.ncbi.nlm.nih.gov/nuccore/KY442319	GII.3	GII.P41 (GII.Pg)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.939622641509434,VPg:1,p22:1,p48:1"	0	1995	0						VP2:167-182	1	1	1	1	1	1	0.939622642	1	GII.3	GII	GII.3		GII.P41 (GII.Pg)	GII	GII.P41	
KY442320	KY442320.1	KY442320	1972-XX-XX	North America	USA			7527	Homo sapiens		2017-03-28	2017-08-14		Johnson et al.	"Johnson,J.A.,Parra,G.I.,Levenson,E.A.,Green,K.Y."	"NIH, LID/NIAID"	https://www.ncbi.nlm.nih.gov/nuccore/KY442320	GII.3	GII.P41 (GII.Pg)	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.939622641509434,VPg:1,p22:1,p48:1"	0	1996	0						VP2:167-182	1	1	1	1	1	1	0.939622642	1	GII.3	GII	GII.3		GII.P41 (GII.Pg)	GII	GII.P41	
KY887597	KY887597.1	Hu/UK/2016/GII.P16_GII.3/NOR-2604	2016-04-08	Europe	United Kingdom	England	London GB	7549	Homo sapiens		2017-07-15	2017-07-15		Ruis et al.	"Ruis,C.,Roy,S.,Brown,J.R.,Allen,D.J.,Goldstein,R.A.,Breuer,J."	"University College London, Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/KY887597	GII.3	GII.P16	0.9997332977730364	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	868	0							1	1	1	0.9969879518072289	1	1	1	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
KY887598	KY887598.1	Hu/UK/2016/GII.P16_GII.3/NOR-2610	2016-04-20	Europe	United Kingdom	England	London GB	7533	Homo sapiens		2017-07-15	2017-07-15		Ruis et al.	"Ruis,C.,Roy,S.,Brown,J.R.,Allen,D.J.,Goldstein,R.A.,Breuer,J."	"University College London, Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/KY887598	GII.3	GII.P16	0.9977330310708096	"3CLpro:1,NTPase:1,ORF1:0.9964705882352941,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9819277108433735"	0	896	0							1	1	1	0.9819277108433735	1	1	1	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
KY887606	KY887606.1	Hu/UK/2016/GII.P16_GII.3/NOR-2598	2016-04-02	Europe	United Kingdom	England	London GB	7549	Homo sapiens		2017-07-15	2017-07-15		Ruis et al.	"Ruis,C.,Roy,S.,Brown,J.R.,Allen,D.J.,Goldstein,R.A.,Breuer,J."	"University College London, Infection and Immunity"	https://www.ncbi.nlm.nih.gov/nuccore/KY887606	GII.3	GII.P16	0.9997332977730364	"3CLpro:1,NTPase:1,ORF1:0.9994117647058823,RdRp:1,VP1:1,VP2:1,VPg:1,p22:1,p48:0.9969879518072289"	0	869	0							1	1	1	0.9969879518072289	1	1	1	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
KY905334	KY905334.1	KY905334	2016-09-XX	Oceania	Australia			7498	Homo sapiens		2017-05-10	2017-08-15		Lun et al.	"Lun,J.H.,White,P.A.,Warrilow,D.,Huang,B."	Forensic and Scientific Services	https://www.ncbi.nlm.nih.gov/nuccore/KY905334	GII.3	GII.P12	0.9957327643685824	"3CLpro:1,NTPase:1,ORF1:0.9935294117647059,RdRp:1,VP1:0.9685767097966729,VP2:1,VPg:1,p22:1,p48:0.9668674698795181"	0	1954	0						VP1:292-302	1	1	1	0.9668674698795181	1	0.9685767097966729	1	1	GII.3	GII	GII.3		GII.P12	GII	GII.P12	
KF895841	KF895841.2	Hu/GII.3[P16]/RUS/Smolensk/S12-31/2012	2012-03-29	Europe	Russia	Smolensk Region		7551	Homo sapiens		2014-06-07	2024-11-27		Zhirakovskaia et al.	"Zhirakovskaia,E.,Tikunov,A.,Tymentsev,A.,Sokolov,S.,Sedelnikova,D.,Tikunova,N.,Zhirakovskaya,E.,Shlyakhtun,V."	"Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of Russian Academy of Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/KF895841	GII.3	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9660377358490566,VPg:1,p22:1,p48:1"	0	1027	0						VP2:156-163	1	1	1	1	1	1	0.9660377358490566	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
KF944110	KF944110.2	Hu/GII.3[P16]/RUS/Novosibirsk/Nsk-N1659/2011	2011-02-06	Europe	Russia	Novosibirsk		7548	Homo sapiens		2014-10-07	2024-11-27		Zhirakovskaia et al.	"Zhirakovskaia,E.V.,Tikunov,A.Y.,Bodnev,S.A.,Klemesheva,V.V.,Netesov,S.V.,Tikunova,N.V.,Zhirakovskaia,E.,Tikunov,A.,Tymentsev,A.,Sokolov,S.,Sedelnikova,D.,Tikunova,N.,Zhirakovskaya,E.,Shlyakhtun,V."	"Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of Russian Academy of Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/KF944110	GII.3	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.969811320754717,VPg:1,p22:1,p48:1"	0	1028	0						"VP1:297-305,VP2:156-162"	1	1	1	1	1	0.9685767097966729	0.969811321	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
KF944111	KF944111.3	Hu/GII.3[P16]/RUS/Novosibirsk/Nsk-N1648/2011	2011-02-07	Europe	Russia	Novosibirsk		7554	Homo sapiens		2014-10-07	2024-11-27		Zhirakovskaia et al.	"Zhirakovskaia,E.V.,Tikunov,A.Y.,Bodnev,S.A.,Klemesheva,V.V.,Netesov,S.V.,Tikunova,N.V.,Zhirakovskaia,E.,Tikunov,A.,Tymentsev,A.,Sokolov,S.,Sedelnikova,D.,Tikunova,N.,Zhirakovskaya,E.,Shlyakhtun,V."	"Institute of Chemical Biology and Fundamental Medicine, Siberian Branch of Russian Academy of Sciences"	https://www.ncbi.nlm.nih.gov/nuccore/KF944111	GII.3	GII.P16	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:0.9685767097966729,VP2:0.969811320754717,VPg:1,p22:1,p48:1"	0	1029	0						"VP1:297-305,VP2:156-162"	1	1	1	1	1	0.9685767097966729	0.969811321	1	GII.3	GII	GII.3		GII.P16	GII	GII.P16	
KJ194500	KJ194500.1	NV_Amsterdam_1_1995	1995-01-20	Europe	Netherlands			7527	Homo sapiens		2014-04-08	2014-04-08		Cotten et al.	"Cotten,M.,Oude Munnink,B.,Canuti,M.,Deijs,M.,Watson,S.J.,Kellam,P.,van der Hoek,L."	"Wellcome Trust Sanger Institute, Viral Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KJ194500	GII.3	GII.P3	0.9991998933191092	"3CLpro:1,NTPase:1,ORF1:0.9988235294117647,RdRp:1,VP1:1,VP2:0.9283018867924528,VPg:1,p22:1,p48:0.9939759036144579"	0	1938	0						VP2:137-154	1	1	1	0.9939759036144579	1	1	0.9283018867924528	1	GII.3	GII	GII.3		GII.P3	GII	GII.P3	
KJ194504	KJ194504.1	NV_Amsterdam_1994	1995-01-30	Europe	Netherlands			7535	Homo sapiens		2014-04-08	2014-04-08		Cotten et al.	"Cotten,M.,Oude Munnink,B.,Canuti,M.,Deijs,M.,Watson,S.J.,Kellam,P.,van der Hoek,L."	"Wellcome Trust Sanger Institute, Viral Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KJ194504	GII.3	GII.P3	1	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.9283018867924528,VPg:1,p22:1,p48:1"	0	1946	0						VP2:137-154	1	1	1	1	1	1	0.9283018867924528	1	GII.3	GII	GII.3		GII.P3	GII	GII.P3	
KM198484	KM198484.1	Hu/GII/30212/2009/VNM	2009-10-06	Asia	Vietnam			7425	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198484	GII.3	GII.P21 (GII.Pb)	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:1"	0	1917	0						VP2:134-140	1	1	1	1	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KM198496	KM198496.1	Hu/GII/20419/2010/VNM	2010-02-01	Asia	Vietnam			7425	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198496	GII.3	GII.P21 (GII.Pb)	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:1"	0	1922	0						VP2:134-140	1	1	1	1	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KM198500	KM198500.1	Hu/GII/C2H-20/2011/VNM	2011-09-05	Asia	Vietnam			7413	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198500	GII.3	GII.P21 (GII.Pb)	0.9909321242832376	"3CLpro:1,NTPase:1,ORF1:0.9976470588235294,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:0.9879518072289156"	0	1919	0						VP2:134-140	1	1	1	0.9879518072289156	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KM198511	KM198511.1	Hu/GII/C2H-24/2011/VNM	2011-09-16	Asia	Vietnam			7425	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198511	GII.3	GII.P21 (GII.Pb)	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:1"	0	1916	0						VP2:134-140	1	1	1	1	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KM198528	KM198528.1	Hu/GII/C2H-25/2011/VNM	2011-09-20	Asia	Vietnam			7425	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198528	GII.3	GII.P21 (GII.Pb)	0.9925323376450194	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:1"	0	1919	0						VP2:134-140	1	1	1	1	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
KM198553	KM198553.1	Hu/GII/30381/2010/VNM	2010-01-04	Asia	Vietnam			7425	Homo sapiens		2014-08-04	2014-11-13		Cotten et al.	"Cotten,M.,Petrova,V.,Phan,M.V.,Rabaa,M.A.,Watson,S.J.,Ong,S.H.,Kellam,P.,Baker,S.,Cotten,M.L.,Phan,M.V.T."	"The Wellcome Trust Sanger Institute, Virus Genomics"	https://www.ncbi.nlm.nih.gov/nuccore/KM198553	GII.3	GII.P21 (GII.Pb)	0.992132284	"3CLpro:1,NTPase:1,ORF1:1,RdRp:1,VP1:1,VP2:0.8754716981132076,VPg:1,p22:1,p48:1"	3	1919	0						VP2:134-140	1	1	1	1	1	1	0.8754716981132076	1	GII.3	GII	GII.3		GII.P21 (GII.Pb)	GII	GII.P21	
